Tuned,Dataset,Regressor,Hyper_param_method,Validation_method,n_splits,score_train,score_test,MAE,MSE,RMSE,MedianAE,R2,best_params,best_score, cross_val_score,cross_val_score_valid,cross_val_score_mean,cross_val_score_vslid_mean,target_values,predicted_target_values,time_tuning
0,nasa93,CART,grid search,,5,1.0,0.32387664464051014,422.92105263157896,662184.1331578947,813.7469712127319,132.0,32.0,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}",-966320.0186952383,"[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]","[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]",-966320.0186952383,-966320.0186952383,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1772.5, 18.0, 192.0, 432.0, 400.0, 12.0, 1368.0, 400.0, 400.0, 25.2, 4560.0, 400.0, 882.0, 1368.0, 192.0, 400.0, 82.0, 170.0]",0:00:00.003886
1,nasa93,CART,grid search,KFold,5,0.9999811195818725,0.3120410156549811,419.4789473684211,673775.7542105262,820.8384458652788,132.0,31.0,"{'model__max_depth': 10, 'model__max_features': None}",-950850.4788670477,"[-2884462.045333334, -103351.26666666666, -80507.85557333333, -366308.2353333333, -1319622.9914285713]","[-2884462.045333334, -103351.26666666666, -80507.85557333333, -366308.2353333333, -1319622.9914285713]",-950850.4788670477,-950850.4788670477,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[65.0, 1645.9, 18.0, 192.0, 432.0, 400.0, 12.0, 1181.0, 400.0, 400.0, 25.2, 4560.0, 400.0, 882.0, 1368.0, 192.0, 400.0, 82.0, 170.0]",0:00:00.574444
1,nasa93,CART,grid search,RepeatedKFold,5,0.9947997322459506,0.40651943519008393,396.90701754385964,581245.1385380117,762.3943458198072,105.55,41.0,"{'model__max_depth': 5, 'model__max_features': None}",-971795.9559112339,"[-1340673.9208477212, -240311.31998072562, -89589.5698766705, -3632835.525834324, -1094497.5202589005]","[-206555.2010185185, -724824.7665562663, -3959192.6359247393, -100863.3475989229, -242344.2227777778, -322329.63453857484, -390534.8088631772, -1283998.123950594, -40444.70267285776, -2983677.9134979933, -258230.9263361601, -166545.16558847736, -380167.1587079668, -3491812.253693623, -25418.47694285714]",-1279581.5713596684,-971795.9559112339,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[104.45, 1709.2, 28.666666666666668, 104.45, 330.48333333333335, 330.48333333333335, 12.0, 1368.0, 330.48333333333335, 330.48333333333335, 28.666666666666668, 720.0, 330.48333333333335, 895.75, 1368.0, 104.45, 330.48333333333335, 104.45, 104.45]",0:00:01.055546
1,nasa93,CART,grid search,HoldOut,5,0.9753675995744253,-1.1921028742225013,594.1947368421052,2146909.6283298247,1465.2336429149532,144.0,-119.0,"{'model__max_depth': 5, 'model__max_features': 0.3}",-130287.17277314814,"[-2915202.751016116, -605159.5055179625, -997804.3824866668, -146009.0411099773, -4181100.258039177]",[-130287.17277314814],-1769055.1876339796,-130287.17277314814,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[71.0, 1780.9666666666665, 50.48, 50.48, 324.26666666666665, 300.0, 12.0, 582.0, 300.0, 300.0, 50.48, 8211.0, 335.09999999999997, 324.26666666666665, 1653.8, 50.48, 300.0, 335.09999999999997, 66.0]",0:00:00.106085
1,nasa93,CART,grid search,RepeatedHoldOut,5,1.0,-0.14875793751095867,482.7684210526316,1125074.6968421054,1060.6953836243963,120.0,-15.0,"{'model__max_depth': None, 'model__max_features': 1}",-981847.2148,"[-2956522.5500000003, -737503.7266666666, -620450.5653333333, -797587.2666666667, -1007305.252142857]","[-400324.30933333334, -765430.4326666666, -689654.7633333334, -173075.10399999996, -2880751.4646666665]",-1223873.8721619048,-981847.2148,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 8211.0, 36.0, 18.0, 756.0, 324.0, 12.0, 1200.0, 60.0, 324.0, 18.0, 571.4, 409.0, 458.0, 1248.0, 18.0, 324.0, 98.8, 90.0]",0:00:00.350981
1,nasa93,CART,grid search,Bootstrap,5,0.4144317281447679,0.8328745508681576,288.79866647751453,163679.92583713005,404.57375821613795,268.8301886792453,83.0,"{'model__max_depth': 2, 'model__max_features': 1}",-1326795.1871089635,"[-3711916.077601968, -682741.9764743161, -429991.0217190022, -141611.40232976023, -754565.5659619048]","[-1733799.8759994663, -458363.8814926455, -2028749.7831319552, -580164.80762427, -445867.6695888242, -2940942.947187754, -311946.8727381966, -3600743.5083903302, -604430.0550059286, -679576.9245141668, -730537.889360628, -1499686.7537371402, -283850.12783644185, -2855715.634098061, -1134967.7761728468, -3608343.794920229, -398893.2555406814, -2056213.5467534014, -374791.7269339364, -501027.57661541447, -552071.1081123746, -2099810.62419268, -3185283.526509941, -666614.204136606, -2711184.9501734166, -1944124.5508273183, -290202.8069114103, -2451209.1057312186, -2786607.440681686, -531263.4839546019, -542957.2257309918, -2052811.8606696117, -520750.64889027335, -356892.82898642734, -1213179.9759150483, -949749.8341687445, -1085777.1206323255, -599964.0694606121, -1339922.703593903, -566260.0089013076, -947423.6594039832, -2375899.6327381073, -359316.51808355935, -1033506.320696522, -631839.8246810264, -2050326.6888636649, -2811464.3923552255, -706243.5677722713, -2614224.962153445, -2705970.163435537]",-1144165.2088173903,-1390229.364320123,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[330.8301886792453, 2887.7000000000003, 330.8301886792453, 330.8301886792453, 330.8301886792453, 330.8301886792453, 330.3142857142857, 879.2857142857143, 330.8301886792453, 330.8301886792453, 330.8301886792453, 2887.7000000000003, 330.3142857142857, 330.8301886792453, 879.2857142857143, 330.8301886792453, 330.8301886792453, 330.3142857142857, 330.8301886792453]",0:00:02.872012
0,nasa93,CART,random search,,5,1.0,0.32387664464051014,422.92105263157896,662184.1331578947,813.7469712127319,132.0,32.0,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}",-966320.0186952383,"[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]","[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]",-966320.0186952383,-966320.0186952383,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1772.5, 18.0, 192.0, 432.0, 400.0, 12.0, 1368.0, 400.0, 400.0, 25.2, 4560.0, 400.0, 882.0, 1368.0, 192.0, 400.0, 82.0, 170.0]",0:00:00.003000
1,nasa93,CART,random search,KFold,5,0.9981409444953433,-0.06195185176601381,472.9894736842105,1040058.2391407089,1019.8324564067908,168.0,-6.0,"{'model__max_depth': 9, 'model__max_features': 0.3455361150896956}",-869782.4102758095,"[-2327821.9751733337, -108634.57599999999, -260909.92992, -311575.49600000004, -1339970.0742857142]","[-2327821.9751733337, -108634.57599999999, -260909.92992, -311575.49600000004, -1339970.0742857142]",-869782.4102758095,-869782.4102758095,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 8211.0, 36.0, 18.0, 882.0, 72.0, 12.0, 150.0, 60.0, 72.0, 18.0, 882.0, 409.0, 287.74285714285713, 1368.0, 18.0, 60.0, 287.74285714285713, 42.0]",0:00:00.400205
1,nasa93,CART,random search,RepeatedKFold,5,0.9847597225088252,0.5335084711129081,328.6567928781745,456874.15799644776,675.9246688769746,80.78461538461539,53.0,"{'model__max_depth': 4, 'model__max_features': 0.959541228979397}",-993683.7300648995,"[-3715047.338538242, -107038.67675840286, -113037.12915213894, -3660473.4587496296, -1136853.4610993827]","[-262113.98062962963, -614206.2901931688, -4132400.3198373746, -126033.27396790023, -290843.3225063398, -182872.2630855064, -213131.11607619806, -1184794.4812184002, -53554.068037530866, -3459984.079101037, -316696.5550507545, -145160.58192592592, -364939.4121331374, -3528502.406505974, -30023.800704617206]",-1746490.0128595592,-993683.7300648995,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[76.03125, 1780.9666666666665, 76.03125, 76.03125, 363.2153846153846, 363.2153846153846, 307.3333333333333, 1274.5, 363.2153846153846, 363.2153846153846, 76.03125, 1200.0, 363.2153846153846, 609.9454545454545, 1274.5, 76.03125, 363.2153846153846, 76.03125, 76.03125]",0:00:01.083478
1,nasa93,CART,random search,HoldOut,5,1.0,0.2897063276676646,428.51052631578943,695649.9815789473,834.0563419691425,109.0,28.999999999999996,"{'model__max_depth': 13, 'model__max_features': 0.3986469574823338}",-19443.60266666667,"[-3022945.0619999995, -172159.92799999999, -230042.632, -2314379.2, -1254769.8064285715]",[-19443.60266666667],-1398859.3256857141,-19443.60266666667,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1645.9, 18.0, 120.0, 432.0, 324.0, 42.0, 1368.0, 300.0, 324.0, 42.0, 4560.0, 571.4, 882.0, 1368.0, 42.0, 324.0, 107.0, 300.0]",0:00:00.171212
1,nasa93,CART,random search,RepeatedHoldOut,5,0.9904231217870108,-0.11795684900402881,486.3295739348371,1094908.6155618092,1046.3788107381615,120.0,-12.0,"{'model__max_depth': 6, 'model__max_features': 0.44555916400773216}",-1128657.889385037,"[-2891157.4581600004, -217595.58563265306, -223771.19092444444, -475822.85094650206, -792338.7366583591]","[-89328.94120164608, -391464.4903703704, -170408.37489020574, -400347.75813629635, -4591739.882326666]",-920137.1644643918,-1128657.889385037,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[107.33333333333333, 8211.0, 50.459999999999994, 50.459999999999994, 294.37142857142857, 239.0, 1924.5, 1200.0, 324.0, 324.0, 50.459999999999994, 1200.0, 660.0, 294.37142857142857, 1200.0, 50.459999999999994, 324.0, 294.37142857142857, 192.0]",0:00:00.387796
1,nasa93,CART,random search,Bootstrap,5,0.9996473733471172,-1.3086139407478488,648.7947368421053,2261018.6573684206,1503.6684000697828,96.0,-131.0,"{'model__max_depth': 9, 'model__max_features': 0.3111763765541499}",-1401435.9442611733,"[-2339828.7967199995, -266914.3946666667, -3170886.9431851855, -440218.4506666667, -1609678.1285714286]","[-659436.135, -1861143.5831475668, -453673.3830627219, -1924967.3796875002, -2791082.7858760688, -882205.3331999999, -2383204.8613333334, -695135.2296774194, -304685.7670967742, -1944371.1992857142, -1963414.2058064518, -317940.20689655165, -1963738.0214814816, -641469.0443407408, -1910433.2034615385, -614310.1178232759, -1160674.944, -419542.92500000005, -1997325.3314074075, -353589.24384615384, -1023707.3683333334, -824507.504941691, -2369824.8474074076, -106832.60296296298, -816858.1061538463, -233077.7986956522, -508843.8373913043, -454179.12, -961572.8237037038, -2153021.7687096773, -3575253.7885919544, -4971059.742142857, -1237787.0685390949, -5059893.847307692, -1688502.346, -2276017.43316358, -2275812.8344, -2103703.486206897, -1951730.6612, -2731679.4195238096, -279907.49160000007, -560156.4596296296, -2730616.791157025, -2023562.0462068967, -2438374.306451613, -118605.50620689656, -633985.652173913, -2253311.108688889, -4066990.9049546355, -1053285.182596763]",-1565505.3427619895,-1574500.0951294485,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1645.9, 60.0, 117.6, 756.0, 300.0, 324.0, 1368.0, 300.0, 300.0, 18.0, 8211.0, 1248.0, 400.0, 1368.0, 18.0, 300.0, 98.8, 114.0]",0:00:02.948613
0,nasa93,CART,bayes search,,5,1.0,0.32387664464051014,422.92105263157896,662184.1331578947,813.7469712127319,132.0,32.0,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}",-966320.0186952383,"[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]","[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]",-966320.0186952383,-966320.0186952383,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1772.5, 18.0, 192.0, 432.0, 400.0, 12.0, 1368.0, 400.0, 400.0, 25.2, 4560.0, 400.0, 882.0, 1368.0, 192.0, 400.0, 82.0, 170.0]",0:00:00.003001
1,nasa93,CART,bayes search,KFold,5,1.0,0.14784010150090143,496.63684210526316,834591.4384210525,913.5597618224286,132.0,15.0,"OrderedDict([('model__max_depth', 22), ('model__max_features', 0.9575588163219402)])",-942004.9024952382,"[-2658254.4826666666, -252173.86666666667, -75844.27200000001, -526018.134, -1197733.7571428572]","[-2658254.4826666666, -252173.86666666667, -75844.27200000001, -526018.134, -1197733.7571428572]",-942004.9024952382,-942004.9024952382,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1645.9, 36.0, 192.0, 432.0, 400.0, 12.0, 2120.0, 400.0, 400.0, 25.2, 444.0, 400.0, 882.0, 2120.0, 192.0, 400.0, 114.0, 170.0]",0:00:42.728446
1,nasa93,CART,bayes search,RepeatedKFold,5,1.0,0.14784010150090143,496.63684210526316,834591.4384210525,913.5597618224286,132.0,15.0,"OrderedDict([('model__max_depth', 22), ('model__max_features', 0.9575588163219402)])",-1237790.4158190477,"[-2658254.4826666666, -252173.86666666667, -75844.27200000001, -526018.134, -1197733.7571428572]","[-300099.176, -1300083.7413333333, -3854244.968, -195407.13333333333, -362299.58642857143, -298948.78666666656, -205516.22666666665, -1403360.0166666666, -50283.840000000004, -2635173.4657142856, -332733.45866666664, -3542343.2506666672, -320501.49666666664, -3740302.2333333334, -25558.85714285714]",-942004.9024952382,-1237790.4158190477,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1645.9, 36.0, 192.0, 432.0, 400.0, 12.0, 2120.0, 400.0, 400.0, 25.2, 444.0, 400.0, 882.0, 2120.0, 192.0, 400.0, 114.0, 170.0]",0:00:52.993617
1,nasa93,CART,bayes search,HoldOut,5,1.0,0.4236529324701085,367.7210526315789,564464.872105263,751.3087728126586,90.0,42.0,"OrderedDict([('model__max_depth', 25), ('model__max_features', 0.4203100929775925)])",-209792.296,"[-2880780.366, -4523940.661333334, -237355.36533333332, -2238722.1333333333, -846223.9921428569]",[-209792.296],-2145404.5036285715,-209792.296,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1645.9, 48.0, 18.0, 756.0, 324.0, 107.0, 1200.0, 300.0, 324.0, 18.0, 720.0, 240.0, 420.0, 1200.0, 18.0, 352.8, 98.8, 300.0]",0:00:40.506297
1,nasa93,CART,bayes search,RepeatedHoldOut,5,0.3624548315145242,0.6123760999309198,392.29153854786216,379632.4949047977,616.1432421968107,243.19701492537314,61.0,"OrderedDict([('model__max_depth', 1), ('model__max_features', 0.872481013764626)])",-1912392.5489377198,"[-2814034.1123183533, -561631.4140829629, -387194.7831168334, -943182.3101852118, -788842.8160807557]","[-350891.73736390535, -564322.9140509556, -676485.8970232465, -2062236.3415099042, -5908025.854740586]",-1098977.0871568234,-1912392.5489377198,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[398.19701492537314, 2790.842857142857, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314]",0:00:40.371089
1,nasa93,CART,bayes search,Bootstrap,5,0.3624548315145242,0.6123760999309198,392.29153854786216,379632.4949047977,616.1432421968107,243.19701492537314,61.0,"OrderedDict([('model__max_depth', 1), ('model__max_features', 0.8710937897717734)])",-1373183.1594219983,"[-2814034.1123183533, -561631.4140829629, -387194.7831168334, -943182.3101852118, -788842.8160807557]","[-2511830.1522691105, -1913691.1301093814, -855784.0344290632, -324298.01393136097, -1682356.7484436624, -565574.4241967502, -590461.5107210592, -1151436.7138384776, -1592492.420480497, -502997.8299009904, -2749970.645869951, -2850786.7708799024, -866341.591972757, -3384778.1125268973, -372566.16431034036, -802299.6052088072, -977075.6264265209, -2557695.769699573, -459961.8580137931, -3284888.746071428, -1364510.3908077762, -2922665.5449852585, -2725759.12314342, -1113194.6697458937, -1953551.2894742216, -439624.43135452684, -1093556.2902655832, -2945928.8344497657, -2738603.952253086, -1427653.1456171079, -2325788.4843100193, -1315142.7467887553, -775183.775322648, -1097335.4914339483, -1000316.5133683335, -3326701.349702643, -1065867.9785590756, -1049957.8357450308, -525264.5521298756, -534782.3354860154, -2401867.774231098, -3020951.9121901677, -3771017.7527294676, -2711459.790757459, -708614.4189567588, -2888361.1843841188, -3305456.268380103, -1431450.1940200618, -3126308.3194986214, -336216.37552662037]",-1098977.0871568234,-1708807.611898356,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[398.19701492537314, 2790.842857142857, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314, 398.19701492537314]",0:00:43.422690
0,nasa93,CART,OPTUNA,,5,1.0,0.32387664464051014,422.92105263157896,662184.1331578947,813.7469712127319,132.0,32.0,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}",-966320.0186952383,"[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]","[-2884462.045333334, -103351.26666666666, -223548.82200000001, -348699.2673333333, -1271538.692142857]",-966320.0186952383,-966320.0186952383,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1772.5, 18.0, 192.0, 432.0, 400.0, 12.0, 1368.0, 400.0, 400.0, 25.2, 4560.0, 400.0, 882.0, 1368.0, 192.0, 400.0, 82.0, 170.0]",0:00:00.003915
1,nasa93,CART,OPTUNA,KFold,5,0.999999820183957,0.3876913363148944,407.8473684210526,599685.07,774.393356118194,166.0,39.0,"{'max_depth': 11, 'max_features': 0.9757665399151008}",-888241.5951714286,"[-2658254.4826666666, -252173.86666666667, -75813.648, -347621.60066666664, -1107344.3778571428]","[-2658254.4826666666, -252173.86666666667, -75813.648, -347621.60066666664, -1107344.3778571428]",-888241.5951714286,-888241.5951714286,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1645.9, 36.0, 240.0, 432.0, 400.0, 12.0, 1368.0, 278.0, 400.0, 25.2, 720.0, 278.0, 882.0, 1368.0, 240.0, 400.0, 117.0, 170.0]",0:00:03.321702
1,nasa93,CART,OPTUNA,RepeatedKFold,5,0.9847597225088252,0.5335084711129081,328.6567928781745,456874.15799644776,675.9246688769746,80.78461538461539,53.0,"{'max_depth': 4, 'max_features': 0.9767663355068157}",-993683.7300648995,"[-3715047.338538242, -107038.67675840286, -113037.12915213894, -3660473.4587496296, -1136853.4610993827]","[-262113.98062962963, -614206.2901931688, -4132400.3198373746, -126033.27396790023, -290843.3225063398, -182872.2630855064, -213131.11607619806, -1184794.4812184002, -53554.068037530866, -3459984.079101037, -316696.5550507545, -145160.58192592592, -364939.4121331374, -3528502.406505974, -30023.800704617206]",-1746490.0128595592,-993683.7300648995,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[76.03125, 1780.9666666666665, 76.03125, 76.03125, 363.2153846153846, 363.2153846153846, 307.3333333333333, 1274.5, 363.2153846153846, 363.2153846153846, 76.03125, 1200.0, 363.2153846153846, 609.9454545454545, 1274.5, 76.03125, 363.2153846153846, 76.03125, 76.03125]",0:00:07.838204
1,nasa93,CART,OPTUNA,HoldOut,5,1.0,0.2897063276676646,428.51052631578943,695649.9815789473,834.0563419691425,109.0,28.999999999999996,"{'max_depth': 18, 'max_features': 0.3921583487246907}",-19443.60266666667,"[-3022945.0619999995, -172159.92799999999, -277594.3653333333, -2314379.2, -1254769.8064285715]",[-19443.60266666667],-1408369.6723523808,-19443.60266666667,"[62.0, 4178.2, 24.0, 60.0, 576.0, 215.0, 648.0, 192.0, 444.0, 360.0, 50.0, 2400.0, 252.0, 636.0, 973.0, 60.0, 360.0, 155.0, 210.0]","[70.0, 1645.9, 18.0, 120.0, 432.0, 324.0, 42.0, 1368.0, 300.0, 324.0, 42.0, 4560.0, 571.4, 882.0, 1368.0, 42.0, 324.0, 107.0, 300.0]",0:00:01.363012
